Drama Name	Episode Number	URL	Start Time	End Time	Urdu Sentence	English Sentence	Correct/Incorrect	Correct Translation
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	19:58	20:02	?? ?? ??? ???? ????? ???? ???? ??	There is no denying that it is a magician and a liar.	0	A good liar is not good for him
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	20:02	20:05	?? ???? ?? ??????	So tell me the truth	1	So tell me the truth
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	20:11	20:14	??? ??? ??? ???? ?????? ??	What's the element?	0	"On the one hand, what factor is to be seen?"
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	20:23	20:27	?? ?? ???? ??? ? ??? ???? ??	Your love is not peaceful night	0	Your love is not peace and night
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	21:10	21:14	??? ?? ?????? ??? ??? ???? ??? ????	Where was the year saving in good hands?	0	Where was the year left in Hasan's hands?
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	21:14	21:15	???	I'm sorry.	0	sarcasm
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	21:35	21:38	???? ???? ?? ?? ?? ?? ??? ???? ?? ????? ???? ???	I think you had to be misled	0	I think you got a misunderstanding
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	21:38	21:41	"??? ? ???? ??? ??? ???? ??"	"Say, ""It's nothing love."	0	"Say, love is nothing"
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	21:43	21:47	?? ?? ??? ?? ???? ??? ???? ??? ??? ??? ??? ??	She's been stopped to meet and to go to the house	0	Visiting and visiting his house has also been stopped
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	22:30	22:35	??? ??? ?? ?? ???? ??? ???? ???	"Still, we all work together in unity."	0	Yet we all work together
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	22:48	22:50	???? ???? ???? ??	Where to Pay Attention	0	Where to pay attention
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	22:50	22:53	???? ?? ????? ?? ???? ??? ??? ???? ?????	I should talk to you about people.	0	I should talk about you guys
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	22:53	22:56	??? ?? ?? ??????? ??? ??? ??? ??? ???? ???	I talk too much about finding you.	0	I take great pride in finding you
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	23:27	23:30	??? ?? ?? ?? ????? ???? ?????? ???	If you can't do that today	0	If you can't do this crash today
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	23:30	23:34	???? ???? ?? ?? ??? ?? ??? ??? ?? ???? ???	"It's not a sister's job, and that isn't it."	0	Not that Kam's sister and that Tariq Khan
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	23:37	23:39	?????? ?? ??? ?? ???? ???? ???? ????? ???	Women want to kill death.	0	They want to put women to death
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	24:01:00	24:04:00	???? ??? ???? ??	Let me talk to you.	0	Let me talk
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	24:14:00	24:17:00	??? ?? ?? ?? ??????	"""'Now if we had a chance to return to the world again,"	0	If we reach the juice
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	24:27:00	24:29:00	??? ?? ???? ???? ??? ?????? ???? ???? ???? ???	"If you (O Muhammad SAW) disobey not Allah and His Messenger (Muhammad SAW),"	0	If you do not impose a ban on the Messenger of Allah
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	24:44:00	24:49:00	??? ???? ???? ???? ???? ???	And I had no strength	1	And I had no strength
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	26:09:00	26:12:00	?? ???? ????? ????	"Let us, then, deny it."	0	So let's deny it
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	26:29:00	26:33:00	"?? ???? ???? ?? ? ??? ?? ?? ?? ?? ????? ???? ???"	"You are my son, I explain it to you"	1	"You are my son, I explain it to you"
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	27:08:00	27:11:00	??? ????? ?????? ???? ??	Maintaining a Crus	0	A joke has been maintained
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	27:11:00	27:14:00	?? ??? ?? ??? ?????? ???? ????	That you may exalt [Allah] at dawn	0	That giving the above in the morning
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	27:23:00	27:25:00	??? ??	There's.	0	has happened
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	27:54:00	27:58:00	"??? ?? ??? ????? ??? ???? ??? ??? ?? ? ??"	"If you don't come in lunch morning, you."	0	"If you don't come to breakfast in the morning, you"
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	27:58:00	28:01:00	???? ???? ?? ?? ????? ??? ?? ??? ??? ???? ???? ???	Sometimes we felt I'm not even good.	0	Sometimes we feel that I am not good either
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	28:12:00	28:19:00	???? ???? ?? ??? ????? ?? ??? ??	Why don't you have it?	0	Why not if Surya has it?
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	28:33:00	28:36:00	"???? ? ?? ???? ??? ?? ?????? ???"	"Well, you're worried about your problem."	0	"By the way, you were worried because of yourself"
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	28:44:00	28:46:00	?? ??? ?? ?? ??? ???? ???? ??	When I find you great	0	When I like you so much
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	28:51:00	28:53:00	??? ??? ?? ?? ??? ?? ?? ???? ???? ???	"Like oil, you have rights as yours"	0	You have the same rights as you in oil
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	29:04:00	29:06:00	?? ???? ??? ?? ?? ????? ??	That's three distance of sun.	0	That sun is three days away
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	29:06:00	29:10:00	?? ?? ???? ???? ???? ???? ??	That doesn't seem right.	0	That doesn't seem right
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	29:10:00	29:14:00	????? ???? ??? ???? ??? ??? ????? ?? ?? ?? ???? ???	The factors call the patient and meet him with an excuse.	0	The elements call the patient and meet him on the pretext
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	29:16:00	29:20:00	????? ????? ??	I'm sorry.	0	Desperate is cement
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	29:20:00	29:23:00	????? ?? ??	Always tells us the truth.	0	Always true
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	29:23:00	29:26:00	???? ?? ?? ??? ???? ??	The winner concludes to this day	0	Winner ends today
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	29:30:00	29:33:00	?? ???? ???? ????	That would be tea cold.	0	That tea will be cold
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	29:34:00	29:39:00	?? ?? ??? ??? ?? ?????	Let's go to one thing.	0	Just go to one thing now
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	29:41:00	29:45:00	?????? ?? ???? ?????? ???? ??	Questions Answered the Truth	0	Answers the questions correctly
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	30:31:00	30:39:00	????? ?? ???? ???	We Can Be Safe	0	Can be safe
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	30:41:00	30:46:00	?? ?? ??? ??	Come to you.	0	come to you
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	30:49:00	30:55:00	??? ??	There's.	0	has happened
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	30:55:00	31:04:00	??? ?? ?? ???? ???	and have faith in your Lord.	0	And believe in you
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	31:09:00	31:10:00	??? ??	There's.	0	has happened
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	31:10:00	31:15:00	??? ??	There's.	0	has happened
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	31:32:00	31:34:00	????? ???? ??? ?? ??? ???	Our Friends Are Willing Friends	0	Our friends are giving constellations
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	31:37:00	31:40:00	"??? ??? ?? ?? ?? ???? ????? ??? ?? ? ???? ?? ????"	"And if you believe in it, don't believe it."	0	"And if you believe it, don't believe it"
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	31:40:00	31:42:00	?? ??? ???? ???? ?? ?????? ??	It's between much hate	0	It is in the midst of hatred long ago
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	31:48:00	31:51:00	?? ???? ???? ?? ??? ?????? ?? ???? ??	It's going to be too frail that some hands mean something.	0	It will be thin that some hands mean
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	31:59:00	32:03:00	?? ?? ?? ???? ?? ?? ?? ????? ?????? ??	Until you see what's in the Hindu heart	0	Until you see the filth of a Hindu's heart
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	32:12:00	32:14:00	?? ?????? ?? ??? ???? ?? ????? ?? ???? ??	The problem isn’t a solution to the treaty	0	Closing the deal is not a solution
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	32:22:00	32:25:00	?? ???? ?? ?? ??? ?? ??? ????? ?? ???? ??? ?????	Let's get out of it until there's a command from time to time.	0	This slam should come out of the arrow command by then
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	32:25:00	32:27:00	?? ???? ???? ???? ??? ???	Why don't you understand?	1	Why don't you understand?
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	32:29:00	32:32:00	?? ?? ?????? ?? ??? ??? ????? ?? ???? ???? ???	We do that very much.	0	We try to make this issue very big
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	32:32:00	32:35:00	???? ????? ?? ???? ??? ??? ?? ?? ??? ?????	"If you want any good, you can come to your home."	0	"Well, anyone wants to come to your house"
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	32:35:00	32:38:00	"??? ?? ????? ???? ??? ? ?? ?? ??? ???"	"If you stand up for wall, you are important"	0	"If you're standing on a wall, you're important"
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	32:42:00	32:45:00	"??? ?? ??? ?? ??? ???? ?? ? ?? ??"	"If everybody's good in it, then we're going to."	0	"If everyone is good at it, then we are"
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	32:46:00	32:51:00	??? ?? ?? ??? ?? ?? ??? ???? ???? ??	"If it's like that, it's not very good."	0	"If it's like that, not great"
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	32:51:00	32:55:00	"???? ?? ??? ???? ? ?? ?? ????? ???? ?? ??"	"Tell me, that's how your mother is doing."	0	"Tell me this, your mother is like that"
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	33:03:00	33:06:00	?????? ?? ??? ???? ??? ?? ???? ??? ??? ???	This is how my mother has made it better.	0	This is how Muslims are improving my mother
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	33:22:00	33:24:00	?? ???? ??	Right now.	0	ok now
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	33:24:00	33:28:00	??? ??? ???? ???? ??? ??? ???? ???	I'm too tired and I'm going to work.	0	I work and do
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	33:42:00	33:47:00	???? ???? ???? ??	This isn't yet.	0	Cream is not there yet
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	34:16:00	34:21:00	????? ?????? ??? ????? ??? ??	The Alone will add to the market	0	Distance will increase the market
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	34:38:00	34:40:00	?? ??? ??? ?????? ???	I'm very afraid today.	0	Today I am very scared
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	34:42:00	34:45:00	????? ?? ??? ??? ???	What's getting rid of?	0	What about removal?
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	34:47:00	34:49:00	????? ??? ??? ??? ????? ???	Others want more beautiful things	0	Others want more beauty
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	34:49:00	34:51:00	?? ????? ?? ?? ??? ????? ??	"When he was watching,"	0	When really sitting like that
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	34:51:00	34:53:00	?????? ???? ???	No Endurance Did Not Endure	0	did not tolerate
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	34:53:00	34:56:00	??? ?? ???? ??? ?? ??? ????? ?? ????? ????	"If it's clear that, let's be friends."	0	"If it was open, befriend each other"
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	34:56:00	34:58:00	?? ?? ??? ?? ??? ??	She spoke to the house	0	Lee talked to the house
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	35:12:00	35:14:00	????? ???? ?? ?????	Do not make decisions	0	Don't judge outside
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	35:14:00	35:15:00	????? ??	Need	1	Need
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	35:15:00	35:19:00	??? ??? ??? ??? ???? ??? ???? ??	It's good to go to the house and to go home	0	It's great to come and go in the house
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	35:24:00	35:27:00	??? ?? ????? ??	It's the distance.	0	There is a gap of years
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	35:42:00	35:46:00	?? ?? ???? ????? ?? ??? ??? ???? ??? ?? ???? ???	That we could even die to the bottom.	0	That we can even give our lives to get down
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	35:46:00	35:48:00	????? ??	"Well, it's right."	0	It is authentic
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	35:51:00	35:53:00	??? ?? ??? ????? ???? ??	Good Name Has a Change	0	Hasan's name changes
DastanEP04_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	35:53:00	35:58:00	???? ??? ?? ??? ??? ???	Muslim A Muslim cup came and then came.	0	Muslim League Cup came and then
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	0:00	0:04	???	Return	0	loot
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	0:22	0:27	"??? ?? ?????? ??? ?? ? ??? ?? ????? ????? ??"	"If you ask you, there is the possibility of throat"	0	"If you ask, there's a possibility of a hug"
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	0:27	0:32	???? ?? ????? ?????? ???? ???? ?? ??????	Ask the researchers who apologize from the earth.	0	Ask an earth apologist
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	0:50	0:54	?? ?? ??? ?? ?? ??? ??? ???? ?????	Who must fight like you?	0	Who should fight like you?
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	1:15	1:20	??? ?? ??? ???? ?? ???? ???	If you're just poor if you're poor.	0	If you are a faqir of the same line
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	1:24	1:27	?? ?? ?? ????? ?? ?? ?? ??? ??? ???	That he heard about it.	0	That this news was heard after hearing his story
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	1:27	1:31	??? ???? ?? ??? ???? ???? ???	I didn't come to collect or take help.	0	Didn't come to collect or get help
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	1:35	1:39	???? ? ???? ????? ?? ?????? ?? ???? ??? ???? ???	Without sacrifice of strange purposes	0	Achieved without sacrifice of strange objectives
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	1:41	1:45	?? ?? ??? ????? ?? ?? ?? ?? ????? ??? ??	"They will swear by Allah to you (O Muhammad SAW) by Allah, that we have indeed made an oath by Him (i.e. the true religion Islamic Monotheism)."	0	You have sworn that we have decided
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	1:46	1:50	?? ????? ?? ????? ??	It needs to be needed.	0	This requirement is required
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	1:55	1:59	?? ????? ?? ???????? ??? ??? ?? ??? ??? ????	They killed the believers.	0	That he killed for the Muslims and the team
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	2:14	2:17	??? ???? ???? ?????	and brought it close to him.	0	Keeping him close
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	2:17	2:21	??????? ???? ???? ?????? ??	Pakistan can be useful	1	Pakistan can be useful
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	2:44	2:48	??? ??	There's.	0	has happened
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	3:23	3:27	"??? ? ??? ???? ??? ???? ??? ? ???? ? ??? ??"	"Yeah, I'm listening, I'm still there."	0	"Yes, I hear you, just arrived"
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	3:59	4:01	???? ??? ?? ?? ??? ?? ?????? ??? ??	I have a work to do with you.	0	I have a bye job for you
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	4:01	4:04	??? ?? ?? ??? ??? ???	And what's your business?	0	And what is your job?
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	4:08	4:11	????? ?????? ?? ??? ???? ???? ?????	Let's have to have a song.	0	Shriya Ghoshal should have the songs
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	4:40	4:45	??? ??	There's.	0	has happened
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	4:52	4:58	??? ??	There's.	0	has happened
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	5:04	5:07	??? ?? ??? -7 ??	- It's a show. - We're going to.	0	A Bigg Boss-7 Hum
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	5:07	5:13	???? ??? ?? ???? ????	Believe That Is True	0	Believe well
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	5:59	6:02	?? ??? ??? ???? ???	That I pray.	0	That I pray
DastanEP05_URDU_T		https://youtube.com/playlist?list=PLbVdwtmx18stnnEiUBTe5Th11cc3u1u9Y&si=bVs6TdXvjMkHMp8A	6:15	6:18	???? ???? ????? ??? ?? ??????? ?? ??????	I didn't know the young ones of Sometimes.	0	I did not know that Congress youth
